1: 消极百分比6.0% 积极百分比94.0%
48: 消极百分比33.21% 积极百分比66.79%
49: 消极百分比100.0% 积极百分比0.0%
50: 消极百分比100.0% 积极百分比0.0%
51: 消极百分比23.22% 积极百分比76.78%
52: 消极百分比100.0% 积极百分比0.0%
53: 消极百分比100.0% 积极百分比0.0%
54: 消极百分比100.0% 积极百分比0.0%
55: 消极百分比100.0% 积极百分比0.0%
56: 消极百分比98.74% 积极百分比1.26%
57: 消极百分比100.0% 积极百分比0.0%
58: 消极百分比95.37% 积极百分比4.63%
59: 消极百分比56.92% 积极百分比43.08%
60: 消极百分比2.15% 积极百分比97.85%
61: 消极百分比99.99% 积极百分比0.01%
62: 消极百分比8.67% 积极百分比91.33%
63: 消极百分比7.63% 积极百分比92.37%
64: 消极百分比100.0% 积极百分比0.0%
65: 消极百分比100.0% 积极百分比0.0%
66: 消极百分比100.0% 积极百分比0.0%
67: 消极百分比49.04% 积极百分比50.96%
68: 消极百分比85.6% 积极百分比14.4%
69: 消极百分比100.0% 积极百分比0.0%
70: 消极百分比100.0% 积极百分比0.0%
71: 消极百分比100.0% 积极百分比0.0%
72: 消极百分比34.92% 积极百分比65.08%
73: 消极百分比88.1% 积极百分比11.9%
74: 消极百分比88.66% 积极百分比11.34%
75: 消极百分比0.03% 积极百分比99.97%
76: 消极百分比78.26% 积极百分比21.74%
77: 消极百分比99.88% 积极百分比0.12%
78: 消极百分比62.91% 积极百分比37.09%
79: 消极百分比100.0% 积极百分比0.0%
80: 消极百分比100.0% 积极百分比0.0%
81: 消极百分比88.88% 积极百分比11.12%
82: 消极百分比57.73% 积极百分比42.27%
83: 消极百分比99.98% 积极百分比0.02%
84: 消极百分比91.39% 积极百分比8.61%
85: 消极百分比99.88% 积极百分比0.12%
86: 消极百分比91.51% 积极百分比8.49%
87: 消极百分比100.0% 积极百分比0.0%
88: 消极百分比49.47% 积极百分比50.53%
89: 消极百分比33.81% 积极百分比66.19%
90: 消极百分比100.0% 积极百分比0.0%
91: 消极百分比93.65% 积极百分比6.35%
92: 消极百分比71.83% 积极百分比28.17%
93: 消极百分比77.55% 积极百分比22.45%
94: 消极百分比47.08% 积极百分比52.92%
95: 消极百分比47.06% 积极百分比52.94%
96: 消极百分比99.59% 积极百分比0.41%
97: 消极百分比98.52% 积极百分比1.48%
98: 消极百分比100.0% 积极百分比0.0%
99: 消极百分比100.0% 积极百分比0.0%
100: 消极百分比4.78% 积极百分比95.22%
101: 消极百分比100.0% 积极百分比0.0%
102: 消极百分比100.0% 积极百分比0.0%
103: 消极百分比4.42% 积极百分比95.58%
104: 消极百分比100.0% 积极百分比0.0%
105: 消极百分比99.83% 积极百分比0.17%
106: 消极百分比100.0% 积极百分比0.0%
107: 消极百分比100.0% 积极百分比0.0%
108: 消极百分比100.0% 积极百分比0.0%
109: 消极百分比100.0% 积极百分比0.0%
110: 消极百分比99.98% 积极百分比0.02%
111: 消极百分比8.62% 积极百分比91.38%
112: 消极百分比99.98% 积极百分比0.02%
113: 消极百分比61.94% 积极百分比38.06%
114: 消极百分比97.14% 积极百分比2.86%
115: 消极百分比99.64% 积极百分比0.36%
116: 消极百分比99.99% 积极百分比0.01%
117: 消极百分比0.37% 积极百分比99.63%
118: 消极百分比100.0% 积极百分比0.0%
119: 消极百分比0.28% 积极百分比99.72%
120: 消极百分比60.54% 积极百分比39.46%
121: 消极百分比0.0% 积极百分比100.0%
122: 消极百分比64.62% 积极百分比35.38%
123: 消极百分比26.2% 积极百分比73.8%
124: 消极百分比99.99% 积极百分比0.01%
125: 消极百分比2.28% 积极百分比97.72%
126: 消极百分比99.94% 积极百分比0.06%
127: 消极百分比100.0% 积极百分比0.0%
128: 消极百分比100.0% 积极百分比0.0%
129: 消极百分比100.0% 积极百分比0.0%
130: 消极百分比100.0% 积极百分比0.0%
131: 消极百分比15.97% 积极百分比84.03%
132: 消极百分比100.0% 积极百分比0.0%
133: 消极百分比100.0% 积极百分比0.0%
134: 消极百分比100.0% 积极百分比0.0%
135: 消极百分比82.82% 积极百分比17.18%
136: 消极百分比16.95% 积极百分比83.05%
137: 消极百分比0.0% 积极百分比100.0%
138: 消极百分比17.4% 积极百分比82.6%
139: 消极百分比100.0% 积极百分比0.0%
140: 消极百分比21.87% 积极百分比78.13%
141: 消极百分比27.69% 积极百分比72.31%
142: 消极百分比65.42% 积极百分比34.58%
143: 消极百分比100.0% 积极百分比0.0%
144: 消极百分比99.03% 积极百分比0.97%
145: 消极百分比14.81% 积极百分比85.19%
146: 消极百分比99.95% 积极百分比0.05%
147: 消极百分比97.88% 积极百分比2.12%
148: 消极百分比100.0% 积极百分比0.0%
149: 消极百分比100.0% 积极百分比0.0%
150: 消极百分比100.0% 积极百分比0.0%
151: 消极百分比100.0% 积极百分比0.0%
152: 消极百分比85.32% 积极百分比14.68%
153: 消极百分比100.0% 积极百分比0.0%
154: 消极百分比41.66% 积极百分比58.34%
155: 消极百分比99.96% 积极百分比0.04%
156: 消极百分比99.69% 积极百分比0.31%
157: 消极百分比100.0% 积极百分比0.0%
158: 消极百分比99.81% 积极百分比0.19%
159: 消极百分比24.81% 积极百分比75.19%
160: 消极百分比0.33% 积极百分比99.67%
161: 消极百分比7.1% 积极百分比92.9%
162: 消极百分比100.0% 积极百分比0.0%
163: 消极百分比100.0% 积极百分比0.0%
164: 消极百分比73.57% 积极百分比26.43%
165: 消极百分比100.0% 积极百分比0.0%
166: 消极百分比94.86% 积极百分比5.14%
167: 消极百分比100.0% 积极百分比0.0%
168: 消极百分比100.0% 积极百分比0.0%
169: 消极百分比28.84% 积极百分比71.16%
170: 消极百分比9.23% 积极百分比90.77%
171: 消极百分比100.0% 积极百分比0.0%
172: 消极百分比100.0% 积极百分比0.0%
173: 消极百分比84.6% 积极百分比15.4%
174: 消极百分比14.61% 积极百分比85.39%
175: 消极百分比98.03% 积极百分比1.97%
176: 消极百分比98.48% 积极百分比1.52%
177: 消极百分比46.76% 积极百分比53.24%
178: 消极百分比100.0% 积极百分比0.0%
179: 消极百分比0.27% 积极百分比99.73%
180: 消极百分比43.07% 积极百分比56.93%
181: 消极百分比1.09% 积极百分比98.91%
182: 消极百分比99.82% 积极百分比0.18%
183: 消极百分比100.0% 积极百分比0.0%
184: 消极百分比100.0% 积极百分比0.0%
185: 消极百分比100.0% 积极百分比0.0%
186: 消极百分比100.0% 积极百分比0.0%
187: 消极百分比100.0% 积极百分比0.0%
188: 消极百分比11.93% 积极百分比88.07%
189: 消极百分比4.46% 积极百分比95.54%
190: 消极百分比70.38% 积极百分比29.62%
191: 消极百分比100.0% 积极百分比0.0%
192: 消极百分比99.96% 积极百分比0.04%
193: 消极百分比100.0% 积极百分比0.0%
194: 消极百分比99.3% 积极百分比0.7%
195: 消极百分比99.98% 积极百分比0.02%
196: 消极百分比99.28% 积极百分比0.72%
197: 消极百分比0.73% 积极百分比99.27%
198: 消极百分比99.54% 积极百分比0.46%
199: 消极百分比100.0% 积极百分比0.0%
200: 消极百分比100.0% 积极百分比0.0%
201: 消极百分比100.0% 积极百分比0.0%
202: 消极百分比33.01% 积极百分比66.99%
203: 消极百分比100.0% 积极百分比0.0%
204: 消极百分比80.46% 积极百分比19.54%
205: 消极百分比78.46% 积极百分比21.54%
206: 消极百分比15.97% 积极百分比84.03%
207: 消极百分比70.34% 积极百分比29.66%
208: 消极百分比99.87% 积极百分比0.13%
209: 消极百分比100.0% 积极百分比0.0%
210: 消极百分比13.7% 积极百分比86.3%
211: 消极百分比100.0% 积极百分比0.0%
212: 消极百分比99.42% 积极百分比0.58%
213: 消极百分比68.97% 积极百分比31.03%
214: 消极百分比99.93% 积极百分比0.07%
215: 消极百分比4.47% 积极百分比95.53%
216: 消极百分比59.77% 积极百分比40.23%
217: 消极百分比79.67% 积极百分比20.33%
218: 消极百分比100.0% 积极百分比0.0%
219: 消极百分比100.0% 积极百分比0.0%
220: 消极百分比100.0% 积极百分比0.0%
221: 消极百分比100.0% 积极百分比0.0%
222: 消极百分比74.48% 积极百分比25.52%
223: 消极百分比100.0% 积极百分比0.0%
224: 消极百分比100.0% 积极百分比0.0%
225: 消极百分比13.62% 积极百分比86.38%
226: 消极百分比100.0% 积极百分比0.0%
227: 消极百分比33.11% 积极百分比66.89%
228: 消极百分比100.0% 积极百分比0.0%
229: 消极百分比0.25% 积极百分比99.75%
230: 消极百分比100.0% 积极百分比0.0%
231: 消极百分比99.99% 积极百分比0.01%
232: 消极百分比99.98% 积极百分比0.02%
233: 消极百分比99.0% 积极百分比1.0%
234: 消极百分比85.64% 积极百分比14.36%
235: 消极百分比100.0% 积极百分比0.0%
236: 消极百分比91.62% 积极百分比8.38%
237: 消极百分比99.77% 积极百分比0.23%
238: 消极百分比60.15% 积极百分比39.85%
239: 消极百分比100.0% 积极百分比0.0%
240: 消极百分比99.99% 积极百分比0.01%
241: 消极百分比0.17% 积极百分比99.83%
242: 消极百分比100.0% 积极百分比0.0%
243: 消极百分比99.84% 积极百分比0.16%
244: 消极百分比89.56% 积极百分比10.44%
245: 消极百分比99.08% 积极百分比0.92%
246: 消极百分比100.0% 积极百分比0.0%
247: 消极百分比79.43% 积极百分比20.57%
248: 消极百分比93.33% 积极百分比6.67%
249: 消极百分比100.0% 积极百分比0.0%
250: 消极百分比100.0% 积极百分比0.0%
251: 消极百分比29.77% 积极百分比70.23%
252: 消极百分比100.0% 积极百分比0.0%
253: 消极百分比100.0% 积极百分比0.0%
254: 消极百分比96.32% 积极百分比3.68%
255: 消极百分比5.4% 积极百分比94.6%
256: 消极百分比100.0% 积极百分比0.0%
257: 消极百分比87.02% 积极百分比12.98%
258: 消极百分比99.84% 积极百分比0.16%
259: 消极百分比0.0% 积极百分比100.0%
260: 消极百分比100.0% 积极百分比0.0%
261: 消极百分比2.39% 积极百分比97.61%
262: 消极百分比100.0% 积极百分比0.0%
263: 消极百分比64.05% 积极百分比35.95%
264: 消极百分比100.0% 积极百分比0.0%
265: 消极百分比99.45% 积极百分比0.55%
266: 消极百分比99.99% 积极百分比0.01%
267: 消极百分比41.24% 积极百分比58.76%
268: 消极百分比99.94% 积极百分比0.06%
269: 消极百分比100.0% 积极百分比0.0%
270: 消极百分比100.0% 积极百分比0.0%
271: 消极百分比10.01% 积极百分比89.99%
272: 消极百分比100.0% 积极百分比0.0%
273: 消极百分比100.0% 积极百分比0.0%
274: 消极百分比99.99% 积极百分比0.01%
275: 消极百分比100.0% 积极百分比0.0%
276: 消极百分比75.63% 积极百分比24.37%
277: 消极百分比18.86% 积极百分比81.14%
278: 消极百分比1.99% 积极百分比98.01%
279: 消极百分比100.0% 积极百分比0.0%
280: 消极百分比97.65% 积极百分比2.35%
281: 消极百分比100.0% 积极百分比0.0%
282: 消极百分比100.0% 积极百分比0.0%
283: 消极百分比100.0% 积极百分比0.0%
284: 消极百分比100.0% 积极百分比0.0%
285: 消极百分比100.0% 积极百分比0.0%
286: 消极百分比100.0% 积极百分比0.0%
287: 消极百分比79.11% 积极百分比20.89%
288: 消极百分比100.0% 积极百分比0.0%
289: 消极百分比99.66% 积极百分比0.34%
290: 消极百分比64.89% 积极百分比35.11%
291: 消极百分比99.91% 积极百分比0.09%
292: 消极百分比97.15% 积极百分比2.85%
293: 消极百分比100.0% 积极百分比0.0%
294: 消极百分比100.0% 积极百分比0.0%
295: 消极百分比99.99% 积极百分比0.01%
296: 消极百分比100.0% 积极百分比0.0%
297: 消极百分比3.32% 积极百分比96.68%
298: 消极百分比9.16% 积极百分比90.84%
299: 消极百分比100.0% 积极百分比0.0%
300: 消极百分比100.0% 积极百分比0.0%
301: 消极百分比5.39% 积极百分比94.61%
302: 消极百分比92.52% 积极百分比7.48%
303: 消极百分比22.54% 积极百分比77.46%
304: 消极百分比99.57% 积极百分比0.43%
305: 消极百分比100.0% 积极百分比0.0%
306: 消极百分比99.94% 积极百分比0.06%
307: 消极百分比88.67% 积极百分比11.33%
308: 消极百分比100.0% 积极百分比0.0%
309: 消极百分比100.0% 积极百分比0.0%
310: 消极百分比99.98% 积极百分比0.02%
311: 消极百分比100.0% 积极百分比0.0%
312: 消极百分比98.25% 积极百分比1.75%
313: 消极百分比100.0% 积极百分比0.0%
314: 消极百分比100.0% 积极百分比0.0%
315: 消极百分比100.0% 积极百分比0.0%
316: 消极百分比100.0% 积极百分比0.0%
317: 消极百分比77.71% 积极百分比22.29%
318: 消极百分比83.55% 积极百分比16.45%
319: 消极百分比0.0% 积极百分比100.0%
320: 消极百分比100.0% 积极百分比0.0%
321: 消极百分比99.14% 积极百分比0.86%
322: 消极百分比100.0% 积极百分比0.0%
323: 消极百分比100.0% 积极百分比0.0%
324: 消极百分比100.0% 积极百分比0.0%
325: 消极百分比0.12% 积极百分比99.88%
326: 消极百分比91.17% 积极百分比8.83%
327: 消极百分比0.62% 积极百分比99.38%
328: 消极百分比100.0% 积极百分比0.0%
329: 消极百分比100.0% 积极百分比0.0%
330: 消极百分比3.25% 积极百分比96.75%
331: 消极百分比100.0% 积极百分比0.0%
332: 消极百分比96.46% 积极百分比3.54%
333: 消极百分比6.88% 积极百分比93.12%
334: 消极百分比80.5% 积极百分比19.5%
335: 消极百分比99.98% 积极百分比0.02%
336: 消极百分比34.78% 积极百分比65.22%
337: 消极百分比0.66% 积极百分比99.34%
338: 消极百分比31.69% 积极百分比68.31%
339: 消极百分比99.6% 积极百分比0.4%
340: 消极百分比99.94% 积极百分比0.06%
341: 消极百分比100.0% 积极百分比0.0%
342: 消极百分比100.0% 积极百分比0.0%
343: 消极百分比90.16% 积极百分比9.84%
344: 消极百分比100.0% 积极百分比0.0%
345: 消极百分比71.05% 积极百分比28.95%
346: 消极百分比44.6% 积极百分比55.4%
347: 消极百分比99.1% 积极百分比0.9%
348: 消极百分比100.0% 积极百分比0.0%
349: 消极百分比100.0% 积极百分比0.0%
350: 消极百分比99.69% 积极百分比0.31%
351: 消极百分比100.0% 积极百分比0.0%
352: 消极百分比100.0% 积极百分比0.0%
353: 消极百分比0.48% 积极百分比99.52%
354: 消极百分比100.0% 积极百分比0.0%
355: 消极百分比100.0% 积极百分比0.0%
356: 消极百分比100.0% 积极百分比0.0%
357: 消极百分比52.8% 积极百分比47.2%
358: 消极百分比38.95% 积极百分比61.05%
359: 消极百分比99.88% 积极百分比0.12%
360: 消极百分比62.27% 积极百分比37.73%
361: 消极百分比100.0% 积极百分比0.0%
362: 消极百分比100.0% 积极百分比0.0%
363: 消极百分比100.0% 积极百分比0.0%
364: 消极百分比100.0% 积极百分比0.0%
365: 消极百分比100.0% 积极百分比0.0%
366: 消极百分比99.1% 积极百分比0.9%
367: 消极百分比100.0% 积极百分比0.0%
368: 消极百分比80.66% 积极百分比19.34%
369: 消极百分比29.45% 积极百分比70.55%
370: 消极百分比6.49% 积极百分比93.51%
371: 消极百分比35.54% 积极百分比64.46%
372: 消极百分比99.98% 积极百分比0.02%
373: 消极百分比100.0% 积极百分比0.0%
374: 消极百分比100.0% 积极百分比0.0%
375: 消极百分比94.18% 积极百分比5.82%
376: 消极百分比98.53% 积极百分比1.47%
377: 消极百分比100.0% 积极百分比0.0%
378: 消极百分比100.0% 积极百分比0.0%
379: 消极百分比99.17% 积极百分比0.83%
380: 消极百分比99.83% 积极百分比0.17%
381: 消极百分比100.0% 积极百分比0.0%
382: 消极百分比100.0% 积极百分比0.0%
383: 消极百分比100.0% 积极百分比0.0%
384: 消极百分比0.35% 积极百分比99.65%
385: 消极百分比94.9% 积极百分比5.1%
386: 消极百分比100.0% 积极百分比0.0%
387: 消极百分比100.0% 积极百分比0.0%
388: 消极百分比100.0% 积极百分比0.0%
389: 消极百分比99.92% 积极百分比0.08%
390: 消极百分比99.59% 积极百分比0.41%
391: 消极百分比98.76% 积极百分比1.24%
392: 消极百分比77.53% 积极百分比22.47%
393: 消极百分比99.9% 积极百分比0.1%
394: 消极百分比100.0% 积极百分比0.0%
395: 消极百分比100.0% 积极百分比0.0%
396: 消极百分比100.0% 积极百分比0.0%
397: 消极百分比99.98% 积极百分比0.02%
398: 消极百分比100.0% 积极百分比0.0%
399: 消极百分比100.0% 积极百分比0.0%
400: 消极百分比100.0% 积极百分比0.0%
401: 消极百分比8.51% 积极百分比91.49%
402: 消极百分比100.0% 积极百分比0.0%
403: 消极百分比100.0% 积极百分比0.0%
404: 消极百分比100.0% 积极百分比0.0%
405: 消极百分比84.92% 积极百分比15.08%
406: 消极百分比85.02% 积极百分比14.98%
407: 消极百分比100.0% 积极百分比0.0%
408: 消极百分比100.0% 积极百分比0.0%
409: 消极百分比100.0% 积极百分比0.0%
410: 消极百分比100.0% 积极百分比0.0%
411: 消极百分比93.37% 积极百分比6.63%
412: 消极百分比99.27% 积极百分比0.73%
413: 消极百分比46.38% 积极百分比53.62%
414: 消极百分比2.61% 积极百分比97.39%
415: 消极百分比11.1% 积极百分比88.9%
416: 消极百分比100.0% 积极百分比0.0%
417: 消极百分比100.0% 积极百分比0.0%
418: 消极百分比100.0% 积极百分比0.0%
419: 消极百分比100.0% 积极百分比0.0%
420: 消极百分比100.0% 积极百分比0.0%
421: 消极百分比90.22% 积极百分比9.78%
422: 消极百分比100.0% 积极百分比0.0%
423: 消极百分比90.27% 积极百分比9.73%
424: 消极百分比99.72% 积极百分比0.28%
425: 消极百分比19.72% 积极百分比80.28%
426: 消极百分比73.04% 积极百分比26.96%
427: 消极百分比100.0% 积极百分比0.0%
428: 消极百分比96.02% 积极百分比3.98%
429: 消极百分比19.92% 积极百分比80.08%
430: 消极百分比2.54% 积极百分比97.46%
431: 消极百分比100.0% 积极百分比0.0%
432: 消极百分比100.0% 积极百分比0.0%
433: 消极百分比100.0% 积极百分比0.0%
434: 消极百分比33.92% 积极百分比66.08%
435: 消极百分比100.0% 积极百分比0.0%
436: 消极百分比100.0% 积极百分比0.0%
437: 消极百分比100.0% 积极百分比0.0%
438: 消极百分比49.74% 积极百分比50.26%
439: 消极百分比99.99% 积极百分比0.01%
440: 消极百分比100.0% 积极百分比0.0%
441: 消极百分比100.0% 积极百分比0.0%
442: 消极百分比100.0% 积极百分比0.0%
443: 消极百分比41.34% 积极百分比58.66%
444: 消极百分比99.94% 积极百分比0.06%
445: 消极百分比73.84% 积极百分比26.16%
446: 消极百分比4.1% 积极百分比95.9%
447: 消极百分比0.02% 积极百分比99.98%
448: 消极百分比63.54% 积极百分比36.46%
449: 消极百分比91.02% 积极百分比8.98%
450: 消极百分比99.11% 积极百分比0.89%
451: 消极百分比100.0% 积极百分比0.0%
452: 消极百分比99.52% 积极百分比0.48%
453: 消极百分比100.0% 积极百分比0.0%
454: 消极百分比59.73% 积极百分比40.27%
455: 消极百分比100.0% 积极百分比0.0%
456: 消极百分比100.0% 积极百分比0.0%
457: 消极百分比100.0% 积极百分比0.0%
458: 消极百分比100.0% 积极百分比0.0%
459: 消极百分比100.0% 积极百分比0.0%
460: 消极百分比83.11% 积极百分比16.89%
461: 消极百分比100.0% 积极百分比0.0%
462: 消极百分比100.0% 积极百分比0.0%
463: 消极百分比99.54% 积极百分比0.46%
464: 消极百分比0.19% 积极百分比99.81%
465: 消极百分比99.97% 积极百分比0.03%
466: 消极百分比100.0% 积极百分比0.0%
467: 消极百分比0.0% 积极百分比100.0%
468: 消极百分比99.89% 积极百分比0.11%
469: 消极百分比100.0% 积极百分比0.0%
470: 消极百分比0.0% 积极百分比100.0%
471: 消极百分比29.07% 积极百分比70.93%
472: 消极百分比98.25% 积极百分比1.75%
473: 消极百分比100.0% 积极百分比0.0%
474: 消极百分比99.98% 积极百分比0.02%
475: 消极百分比98.01% 积极百分比1.99%
476: 消极百分比13.67% 积极百分比86.33%
477: 消极百分比99.95% 积极百分比0.05%
478: 消极百分比99.79% 积极百分比0.21%
479: 消极百分比100.0% 积极百分比0.0%
480: 消极百分比100.0% 积极百分比0.0%
481: 消极百分比65.99% 积极百分比34.01%
482: 消极百分比98.78% 积极百分比1.22%
483: 消极百分比99.63% 积极百分比0.37%
484: 消极百分比99.91% 积极百分比0.09%
485: 消极百分比0.0% 积极百分比100.0%
486: 消极百分比100.0% 积极百分比0.0%
487: 消极百分比100.0% 积极百分比0.0%
488: 消极百分比16.66% 积极百分比83.34%
489: 消极百分比100.0% 积极百分比0.0%
490: 消极百分比100.0% 积极百分比0.0%
491: 消极百分比100.0% 积极百分比0.0%
492: 消极百分比77.94% 积极百分比22.06%
493: 消极百分比100.0% 积极百分比0.0%
494: 消极百分比97.82% 积极百分比2.18%
495: 消极百分比100.0% 积极百分比0.0%
496: 消极百分比78.92% 积极百分比21.08%
497: 消极百分比100.0% 积极百分比0.0%
498: 消极百分比100.0% 积极百分比0.0%
499: 消极百分比99.99% 积极百分比0.01%
500: 消极百分比100.0% 积极百分比0.0%
501: 消极百分比10.33% 积极百分比89.67%
502: 消极百分比4.79% 积极百分比95.21%
503: 消极百分比1.05% 积极百分比98.95%
504: 消极百分比100.0% 积极百分比0.0%
505: 消极百分比99.99% 积极百分比0.01%
506: 消极百分比100.0% 积极百分比0.0%
507: 消极百分比100.0% 积极百分比0.0%
508: 消极百分比100.0% 积极百分比0.0%
509: 消极百分比100.0% 积极百分比0.0%
510: 消极百分比100.0% 积极百分比0.0%
511: 消极百分比100.0% 积极百分比0.0%
512: 消极百分比100.0% 积极百分比0.0%
513: 消极百分比100.0% 积极百分比0.0%
514: 消极百分比100.0% 积极百分比0.0%
515: 消极百分比100.0% 积极百分比0.0%
516: 消极百分比100.0% 积极百分比0.0%
517: 消极百分比19.85% 积极百分比80.15%
518: 消极百分比100.0% 积极百分比0.0%
519: 消极百分比3.17% 积极百分比96.83%
520: 消极百分比100.0% 积极百分比0.0%
521: 消极百分比99.99% 积极百分比0.01%
522: 消极百分比64.31% 积极百分比35.69%
523: 消极百分比100.0% 积极百分比0.0%
524: 消极百分比100.0% 积极百分比0.0%
525: 消极百分比100.0% 积极百分比0.0%
526: 消极百分比45.17% 积极百分比54.83%
527: 消极百分比100.0% 积极百分比0.0%
528: 消极百分比99.24% 积极百分比0.76%
529: 消极百分比100.0% 积极百分比0.0%
530: 消极百分比57.28% 积极百分比42.72%
531: 消极百分比100.0% 积极百分比0.0%
532: 消极百分比100.0% 积极百分比0.0%
533: 消极百分比100.0% 积极百分比0.0%
534: 消极百分比63.21% 积极百分比36.79%
535: 消极百分比11.24% 积极百分比88.76%
536: 消极百分比99.35% 积极百分比0.65%
537: 消极百分比100.0% 积极百分比0.0%
538: 消极百分比100.0% 积极百分比0.0%
539: 消极百分比100.0% 积极百分比0.0%
540: 消极百分比100.0% 积极百分比0.0%
541: 消极百分比100.0% 积极百分比0.0%
542: 消极百分比0.0% 积极百分比100.0%
543: 消极百分比100.0% 积极百分比0.0%
544: 消极百分比100.0% 积极百分比0.0%
545: 消极百分比23.75% 积极百分比76.25%
546: 消极百分比100.0% 积极百分比0.0%
547: 消极百分比0.0% 积极百分比100.0%
548: 消极百分比94.54% 积极百分比5.46%
549: 消极百分比8.8% 积极百分比91.2%
550: 消极百分比32.98% 积极百分比67.02%
551: 消极百分比1.63% 积极百分比98.37%
552: 消极百分比100.0% 积极百分比0.0%
553: 消极百分比11.86% 积极百分比88.14%
554: 消极百分比95.11% 积极百分比4.89%
555: 消极百分比6.45% 积极百分比93.55%
556: 消极百分比100.0% 积极百分比0.0%
557: 消极百分比0.03% 积极百分比99.97%
558: 消极百分比96.77% 积极百分比3.23%
559: 消极百分比100.0% 积极百分比0.0%
560: 消极百分比100.0% 积极百分比0.0%
561: 消极百分比100.0% 积极百分比0.0%
562: 消极百分比7.79% 积极百分比92.21%
563: 消极百分比66.44% 积极百分比33.56%
564: 消极百分比100.0% 积极百分比0.0%
565: 消极百分比99.99% 积极百分比0.01%
566: 消极百分比65.16% 积极百分比34.84%
567: 消极百分比100.0% 积极百分比0.0%
568: 消极百分比100.0% 积极百分比0.0%
569: 消极百分比55.96% 积极百分比44.04%
570: 消极百分比100.0% 积极百分比0.0%
571: 消极百分比99.44% 积极百分比0.56%
572: 消极百分比100.0% 积极百分比0.0%
573: 消极百分比93.46% 积极百分比6.54%
574: 消极百分比100.0% 积极百分比0.0%
575: 消极百分比100.0% 积极百分比0.0%
576: 消极百分比99.99% 积极百分比0.01%
577: 消极百分比3.04% 积极百分比96.96%
578: 消极百分比6.03% 积极百分比93.97%
579: 消极百分比100.0% 积极百分比0.0%
580: 消极百分比0.0% 积极百分比100.0%
581: 消极百分比49.89% 积极百分比50.11%
582: 消极百分比100.0% 积极百分比0.0%
583: 消极百分比22.72% 积极百分比77.28%
584: 消极百分比100.0% 积极百分比0.0%
585: 消极百分比18.37% 积极百分比81.63%
586: 消极百分比99.96% 积极百分比0.04%
587: 消极百分比100.0% 积极百分比0.0%
588: 消极百分比0.52% 积极百分比99.48%
589: 消极百分比99.99% 积极百分比0.01%
590: 消极百分比100.0% 积极百分比0.0%
591: 消极百分比4.43% 积极百分比95.57%
592: 消极百分比100.0% 积极百分比0.0%
593: 消极百分比100.0% 积极百分比0.0%
594: 消极百分比100.0% 积极百分比0.0%
595: 消极百分比100.0% 积极百分比0.0%
596: 消极百分比99.99% 积极百分比0.01%
597: 消极百分比100.0% 积极百分比0.0%
598: 消极百分比37.11% 积极百分比62.89%
599: 消极百分比99.93% 积极百分比0.07%
600: 消极百分比55.06% 积极百分比44.94%
601: 消极百分比99.99% 积极百分比0.01%
602: 消极百分比100.0% 积极百分比0.0%
603: 消极百分比97.34% 积极百分比2.66%
604: 消极百分比90.66% 积极百分比9.34%
605: 消极百分比100.0% 积极百分比0.0%
606: 消极百分比12.8% 积极百分比87.2%
607: 消极百分比2.16% 积极百分比97.84%
