1: 消极百分比0.36% 积极百分比99.64%
48: 消极百分比0.02% 积极百分比99.98%
49: 消极百分比68.87% 积极百分比31.13%
50: 消极百分比27.9% 积极百分比72.1%
51: 消极百分比7.12% 积极百分比92.88%
52: 消极百分比3.76% 积极百分比96.24%
53: 消极百分比5.96% 积极百分比94.04%
54: 消极百分比14.87% 积极百分比85.13%
55: 消极百分比4.78% 积极百分比95.22%
56: 消极百分比15.87% 积极百分比84.13%
57: 消极百分比0.24% 积极百分比99.76%
58: 消极百分比5.22% 积极百分比94.78%
59: 消极百分比3.47% 积极百分比96.53%
60: 消极百分比4.83% 积极百分比95.17%
61: 消极百分比72.66% 积极百分比27.34%
62: 消极百分比0.34% 积极百分比99.66%
63: 消极百分比51.24% 积极百分比48.76%
64: 消极百分比23.1% 积极百分比76.9%
65: 消极百分比99.99% 积极百分比0.01%
66: 消极百分比1.64% 积极百分比98.36%
67: 消极百分比10.45% 积极百分比89.55%
68: 消极百分比95.3% 积极百分比4.7%
69: 消极百分比10.73% 积极百分比89.27%
70: 消极百分比57.44% 积极百分比42.56%
71: 消极百分比100.0% 积极百分比0.0%
72: 消极百分比0.0% 积极百分比100.0%
73: 消极百分比0.0% 积极百分比100.0%
74: 消极百分比79.36% 积极百分比20.64%
75: 消极百分比85.41% 积极百分比14.59%
76: 消极百分比2.37% 积极百分比97.63%
77: 消极百分比0.0% 积极百分比100.0%
78: 消极百分比86.78% 积极百分比13.22%
79: 消极百分比9.08% 积极百分比90.92%
80: 消极百分比75.91% 积极百分比24.09%
81: 消极百分比81.03% 积极百分比18.97%
82: 消极百分比16.88% 积极百分比83.12%
83: 消极百分比37.53% 积极百分比62.47%
84: 消极百分比9.34% 积极百分比90.66%
85: 消极百分比0.01% 积极百分比99.99%
86: 消极百分比31.98% 积极百分比68.02%
87: 消极百分比99.69% 积极百分比0.31%
88: 消极百分比74.06% 积极百分比25.94%
89: 消极百分比5.92% 积极百分比94.08%
90: 消极百分比10.99% 积极百分比89.01%
91: 消极百分比16.17% 积极百分比83.83%
92: 消极百分比0.95% 积极百分比99.05%
93: 消极百分比11.63% 积极百分比88.37%
94: 消极百分比2.21% 积极百分比97.79%
95: 消极百分比42.52% 积极百分比57.48%
96: 消极百分比0.0% 积极百分比100.0%
97: 消极百分比63.92% 积极百分比36.08%
98: 消极百分比0.1% 积极百分比99.9%
99: 消极百分比42.46% 积极百分比57.54%
100: 消极百分比23.23% 积极百分比76.77%
101: 消极百分比24.13% 积极百分比75.87%
102: 消极百分比10.59% 积极百分比89.41%
103: 消极百分比41.54% 积极百分比58.46%
104: 消极百分比22.23% 积极百分比77.77%
105: 消极百分比14.28% 积极百分比85.72%
106: 消极百分比89.09% 积极百分比10.91%
107: 消极百分比68.97% 积极百分比31.03%
108: 消极百分比43.66% 积极百分比56.34%
109: 消极百分比51.43% 积极百分比48.57%
110: 消极百分比14.98% 积极百分比85.02%
111: 消极百分比62.32% 积极百分比37.68%
112: 消极百分比20.3% 积极百分比79.7%
113: 消极百分比29.47% 积极百分比70.53%
114: 消极百分比16.61% 积极百分比83.39%
115: 消极百分比0.0% 积极百分比100.0%
116: 消极百分比12.95% 积极百分比87.05%
117: 消极百分比15.48% 积极百分比84.52%
118: 消极百分比56.06% 积极百分比43.94%
119: 消极百分比60.62% 积极百分比39.38%
120: 消极百分比0.31% 积极百分比99.69%
121: 消极百分比0.53% 积极百分比99.47%
122: 消极百分比69.25% 积极百分比30.75%
123: 消极百分比9.02% 积极百分比90.98%
124: 消极百分比80.4% 积极百分比19.6%
125: 消极百分比1.39% 积极百分比98.61%
126: 消极百分比78.58% 积极百分比21.42%
127: 消极百分比0.71% 积极百分比99.29%
128: 消极百分比0.22% 积极百分比99.78%
129: 消极百分比20.07% 积极百分比79.93%
130: 消极百分比99.98% 积极百分比0.02%
131: 消极百分比87.41% 积极百分比12.59%
132: 消极百分比0.83% 积极百分比99.17%
133: 消极百分比6.99% 积极百分比93.01%
134: 消极百分比26.99% 积极百分比73.01%
135: 消极百分比65.04% 积极百分比34.96%
136: 消极百分比71.08% 积极百分比28.92%
137: 消极百分比31.7% 积极百分比68.3%
138: 消极百分比80.67% 积极百分比19.33%
139: 消极百分比0.02% 积极百分比99.98%
140: 消极百分比8.66% 积极百分比91.34%
141: 消极百分比3.86% 积极百分比96.14%
142: 消极百分比0.09% 积极百分比99.91%
143: 消极百分比14.44% 积极百分比85.56%
144: 消极百分比16.27% 积极百分比83.73%
145: 消极百分比78.81% 积极百分比21.19%
146: 消极百分比6.77% 积极百分比93.23%
147: 消极百分比29.74% 积极百分比70.26%
148: 消极百分比54.66% 积极百分比45.34%
149: 消极百分比17.12% 积极百分比82.88%
150: 消极百分比6.03% 积极百分比93.97%
151: 消极百分比72.5% 积极百分比27.5%
152: 消极百分比42.43% 积极百分比57.57%
153: 消极百分比0.0% 积极百分比100.0%
154: 消极百分比17.4% 积极百分比82.6%
155: 消极百分比0.33% 积极百分比99.67%
156: 消极百分比6.77% 积极百分比93.23%
157: 消极百分比99.87% 积极百分比0.13%
158: 消极百分比0.04% 积极百分比99.96%
159: 消极百分比0.0% 积极百分比100.0%
160: 消极百分比0.14% 积极百分比99.86%
161: 消极百分比1.39% 积极百分比98.61%
162: 消极百分比1.06% 积极百分比98.94%
163: 消极百分比90.53% 积极百分比9.47%
164: 消极百分比1.18% 积极百分比98.82%
165: 消极百分比32.08% 积极百分比67.92%
166: 消极百分比24.02% 积极百分比75.98%
167: 消极百分比14.64% 积极百分比85.36%
168: 消极百分比7.78% 积极百分比92.22%
169: 消极百分比92.7% 积极百分比7.3%
170: 消极百分比53.41% 积极百分比46.59%
171: 消极百分比53.43% 积极百分比46.57%
172: 消极百分比91.58% 积极百分比8.42%
173: 消极百分比11.7% 积极百分比88.3%
174: 消极百分比0.0% 积极百分比100.0%
175: 消极百分比65.99% 积极百分比34.01%
176: 消极百分比1.25% 积极百分比98.75%
177: 消极百分比0.0% 积极百分比100.0%
178: 消极百分比0.0% 积极百分比100.0%
179: 消极百分比74.35% 积极百分比25.65%
180: 消极百分比33.08% 积极百分比66.92%
181: 消极百分比91.04% 积极百分比8.96%
182: 消极百分比99.71% 积极百分比0.29%
183: 消极百分比8.03% 积极百分比91.97%
184: 消极百分比5.4% 积极百分比94.6%
185: 消极百分比0.1% 积极百分比99.9%
186: 消极百分比7.12% 积极百分比92.88%
187: 消极百分比10.22% 积极百分比89.78%
188: 消极百分比100.0% 积极百分比0.0%
189: 消极百分比7.52% 积极百分比92.48%
190: 消极百分比20.3% 积极百分比79.7%
191: 消极百分比19.89% 积极百分比80.11%
192: 消极百分比85.14% 积极百分比14.86%
193: 消极百分比20.98% 积极百分比79.02%
194: 消极百分比13.48% 积极百分比86.52%
195: 消极百分比0.04% 积极百分比99.96%
196: 消极百分比63.16% 积极百分比36.84%
197: 消极百分比96.7% 积极百分比3.3%
198: 消极百分比23.39% 积极百分比76.61%
199: 消极百分比27.43% 积极百分比72.57%
200: 消极百分比73.88% 积极百分比26.12%
201: 消极百分比44.62% 积极百分比55.38%
202: 消极百分比14.87% 积极百分比85.13%
203: 消极百分比14.87% 积极百分比85.13%
204: 消极百分比94.15% 积极百分比5.85%
205: 消极百分比0.28% 积极百分比99.72%
206: 消极百分比43.19% 积极百分比56.81%
207: 消极百分比6.15% 积极百分比93.85%
208: 消极百分比2.01% 积极百分比97.99%
209: 消极百分比17.7% 积极百分比82.3%
210: 消极百分比0.0% 积极百分比100.0%
211: 消极百分比45.66% 积极百分比54.34%
212: 消极百分比98.99% 积极百分比1.01%
213: 消极百分比0.08% 积极百分比99.92%
214: 消极百分比0.0% 积极百分比100.0%
215: 消极百分比0.0% 积极百分比100.0%
216: 消极百分比9.16% 积极百分比90.84%
217: 消极百分比0.0% 积极百分比100.0%
218: 消极百分比0.0% 积极百分比100.0%
219: 消极百分比20.24% 积极百分比79.76%
220: 消极百分比16.06% 积极百分比83.94%
221: 消极百分比11.92% 积极百分比88.08%
222: 消极百分比0.12% 积极百分比99.88%
223: 消极百分比54.5% 积极百分比45.5%
224: 消极百分比0.5% 积极百分比99.5%
225: 消极百分比5.36% 积极百分比94.64%
226: 消极百分比95.42% 积极百分比4.58%
227: 消极百分比4.29% 积极百分比95.71%
228: 消极百分比32.91% 积极百分比67.09%
229: 消极百分比16.36% 积极百分比83.64%
230: 消极百分比22.28% 积极百分比77.72%
231: 消极百分比19.78% 积极百分比80.22%
232: 消极百分比0.01% 积极百分比99.99%
233: 消极百分比78.4% 积极百分比21.6%
234: 消极百分比0.05% 积极百分比99.95%
235: 消极百分比3.09% 积极百分比96.91%
236: 消极百分比81.81% 积极百分比18.19%
237: 消极百分比66.99% 积极百分比33.01%
238: 消极百分比33.99% 积极百分比66.01%
239: 消极百分比7.07% 积极百分比92.93%
240: 消极百分比96.03% 积极百分比3.97%
241: 消极百分比47.5% 积极百分比52.5%
242: 消极百分比14.26% 积极百分比85.74%
243: 消极百分比26.99% 积极百分比73.01%
244: 消极百分比19.49% 积极百分比80.51%
245: 消极百分比15.97% 积极百分比84.03%
246: 消极百分比4.49% 积极百分比95.51%
247: 消极百分比11.02% 积极百分比88.98%
248: 消极百分比2.31% 积极百分比97.69%
249: 消极百分比36.76% 积极百分比63.24%
250: 消极百分比24.1% 积极百分比75.9%
251: 消极百分比100.0% 积极百分比0.0%
252: 消极百分比0.0% 积极百分比100.0%
253: 消极百分比0.0% 积极百分比100.0%
254: 消极百分比0.92% 积极百分比99.08%
255: 消极百分比39.47% 积极百分比60.53%
256: 消极百分比88.16% 积极百分比11.84%
257: 消极百分比44.62% 积极百分比55.38%
258: 消极百分比24.37% 积极百分比75.63%
259: 消极百分比2.85% 积极百分比97.15%
260: 消极百分比5.64% 积极百分比94.36%
261: 消极百分比50.04% 积极百分比49.96%
262: 消极百分比45.62% 积极百分比54.38%
263: 消极百分比92.8% 积极百分比7.2%
264: 消极百分比5.34% 积极百分比94.66%
265: 消极百分比14.87% 积极百分比85.13%
266: 消极百分比15.97% 积极百分比84.03%
267: 消极百分比14.75% 积极百分比85.25%
268: 消极百分比73.35% 积极百分比26.65%
269: 消极百分比22.95% 积极百分比77.05%
270: 消极百分比66.79% 积极百分比33.21%
271: 消极百分比79.99% 积极百分比20.01%
272: 消极百分比0.0% 积极百分比100.0%
273: 消极百分比8.64% 积极百分比91.36%
274: 消极百分比0.0% 积极百分比100.0%
275: 消极百分比0.0% 积极百分比100.0%
276: 消极百分比38.14% 积极百分比61.86%
277: 消极百分比14.87% 积极百分比85.13%
278: 消极百分比27.32% 积极百分比72.68%
279: 消极百分比14.87% 积极百分比85.13%
280: 消极百分比4.49% 积极百分比95.51%
281: 消极百分比21.78% 积极百分比78.22%
282: 消极百分比39.71% 积极百分比60.29%
283: 消极百分比14.37% 积极百分比85.63%
284: 消极百分比3.45% 积极百分比96.55%
285: 消极百分比1.11% 积极百分比98.89%
286: 消极百分比14.11% 积极百分比85.89%
287: 消极百分比13.03% 积极百分比86.97%
288: 消极百分比2.72% 积极百分比97.28%
289: 消极百分比5.5% 积极百分比94.5%
290: 消极百分比0.0% 积极百分比100.0%
291: 消极百分比98.8% 积极百分比1.2%
292: 消极百分比73.87% 积极百分比26.13%
293: 消极百分比1.64% 积极百分比98.36%
294: 消极百分比23.17% 积极百分比76.83%
295: 消极百分比27.52% 积极百分比72.48%
296: 消极百分比3.22% 积极百分比96.78%
297: 消极百分比100.0% 积极百分比0.0%
298: 消极百分比8.14% 积极百分比91.86%
299: 消极百分比9.38% 积极百分比90.62%
300: 消极百分比24.53% 积极百分比75.47%
301: 消极百分比8.03% 积极百分比91.97%
302: 消极百分比67.74% 积极百分比32.26%
303: 消极百分比99.58% 积极百分比0.42%
304: 消极百分比22.33% 积极百分比77.67%
305: 消极百分比12.49% 积极百分比87.51%
306: 消极百分比2.14% 积极百分比97.86%
307: 消极百分比45.4% 积极百分比54.6%
308: 消极百分比49.48% 积极百分比50.52%
309: 消极百分比20.3% 积极百分比79.7%
310: 消极百分比8.52% 积极百分比91.48%
311: 消极百分比40.63% 积极百分比59.37%
312: 消极百分比53.69% 积极百分比46.31%
313: 消极百分比0.0% 积极百分比100.0%
314: 消极百分比7.39% 积极百分比92.61%
315: 消极百分比0.0% 积极百分比100.0%
316: 消极百分比8.43% 积极百分比91.57%
317: 消极百分比0.62% 积极百分比99.38%
318: 消极百分比46.0% 积极百分比54.0%
319: 消极百分比1.62% 积极百分比98.38%
320: 消极百分比8.52% 积极百分比91.48%
321: 消极百分比14.92% 积极百分比85.08%
322: 消极百分比96.18% 积极百分比3.82%
323: 消极百分比3.66% 积极百分比96.34%
324: 消极百分比68.32% 积极百分比31.68%
325: 消极百分比44.62% 积极百分比55.38%
326: 消极百分比15.97% 积极百分比84.03%
327: 消极百分比44.62% 积极百分比55.38%
328: 消极百分比44.62% 积极百分比55.38%
329: 消极百分比61.46% 积极百分比38.54%
330: 消极百分比2.83% 积极百分比97.17%
331: 消极百分比44.98% 积极百分比55.02%
332: 消极百分比7.7% 积极百分比92.3%
333: 消极百分比0.08% 积极百分比99.92%
334: 消极百分比0.63% 积极百分比99.37%
335: 消极百分比1.81% 积极百分比98.19%
336: 消极百分比16.86% 积极百分比83.14%
337: 消极百分比22.1% 积极百分比77.9%
338: 消极百分比57.62% 积极百分比42.38%
339: 消极百分比0.0% 积极百分比100.0%
340: 消极百分比2.88% 积极百分比97.12%
341: 消极百分比44.62% 积极百分比55.38%
342: 消极百分比8.48% 积极百分比91.52%
343: 消极百分比0.01% 积极百分比99.99%
344: 消极百分比25.39% 积极百分比74.61%
345: 消极百分比0.01% 积极百分比99.99%
346: 消极百分比8.26% 积极百分比91.74%
347: 消极百分比53.5% 积极百分比46.5%
348: 消极百分比98.77% 积极百分比1.23%
349: 消极百分比82.11% 积极百分比17.89%
350: 消极百分比100.0% 积极百分比0.0%
351: 消极百分比0.0% 积极百分比100.0%
352: 消极百分比27.43% 积极百分比72.57%
353: 消极百分比0.0% 积极百分比100.0%
354: 消极百分比26.1% 积极百分比73.9%
355: 消极百分比51.9% 积极百分比48.1%
356: 消极百分比94.4% 积极百分比5.6%
357: 消极百分比17.58% 积极百分比82.42%
358: 消极百分比0.18% 积极百分比99.82%
359: 消极百分比62.07% 积极百分比37.93%
360: 消极百分比43.35% 积极百分比56.65%
361: 消极百分比100.0% 积极百分比0.0%
362: 消极百分比1.86% 积极百分比98.14%
363: 消极百分比19.16% 积极百分比80.84%
364: 消极百分比9.01% 积极百分比90.99%
365: 消极百分比0.27% 积极百分比99.73%
366: 消极百分比52.1% 积极百分比47.9%
367: 消极百分比0.1% 积极百分比99.9%
368: 消极百分比21.4% 积极百分比78.6%
369: 消极百分比95.63% 积极百分比4.37%
370: 消极百分比42.04% 积极百分比57.96%
371: 消极百分比15.97% 积极百分比84.03%
372: 消极百分比14.86% 积极百分比85.14%
373: 消极百分比52.1% 积极百分比47.9%
374: 消极百分比1.24% 积极百分比98.76%
375: 消极百分比16.96% 积极百分比83.04%
376: 消极百分比5.25% 积极百分比94.75%
377: 消极百分比46.76% 积极百分比53.24%
378: 消极百分比0.05% 积极百分比99.95%
379: 消极百分比93.94% 积极百分比6.06%
380: 消极百分比0.65% 积极百分比99.35%
381: 消极百分比13.58% 积极百分比86.42%
382: 消极百分比56.09% 积极百分比43.91%
383: 消极百分比28.5% 积极百分比71.5%
384: 消极百分比96.64% 积极百分比3.36%
385: 消极百分比27.78% 积极百分比72.22%
386: 消极百分比0.64% 积极百分比99.36%
387: 消极百分比0.0% 积极百分比100.0%
388: 消极百分比66.63% 积极百分比33.37%
389: 消极百分比3.41% 积极百分比96.59%
390: 消极百分比48.99% 积极百分比51.01%
391: 消极百分比24.83% 积极百分比75.17%
392: 消极百分比20.78% 积极百分比79.22%
393: 消极百分比0.0% 积极百分比100.0%
394: 消极百分比11.67% 积极百分比88.33%
395: 消极百分比100.0% 积极百分比0.0%
396: 消极百分比74.61% 积极百分比25.39%
397: 消极百分比52.1% 积极百分比47.9%
398: 消极百分比6.65% 积极百分比93.35%
399: 消极百分比57.68% 积极百分比42.32%
400: 消极百分比100.0% 积极百分比0.0%
401: 消极百分比44.62% 积极百分比55.38%
402: 消极百分比4.82% 积极百分比95.18%
403: 消极百分比62.17% 积极百分比37.83%
404: 消极百分比25.74% 积极百分比74.26%
405: 消极百分比10.93% 积极百分比89.07%
406: 消极百分比0.0% 积极百分比100.0%
407: 消极百分比28.34% 积极百分比71.66%
408: 消极百分比1.12% 积极百分比98.88%
409: 消极百分比0.0% 积极百分比100.0%
410: 消极百分比29.86% 积极百分比70.14%
411: 消极百分比99.99% 积极百分比0.01%
412: 消极百分比63.85% 积极百分比36.15%
413: 消极百分比4.41% 积极百分比95.59%
414: 消极百分比14.15% 积极百分比85.85%
415: 消极百分比2.36% 积极百分比97.64%
416: 消极百分比2.84% 积极百分比97.16%
417: 消极百分比55.34% 积极百分比44.66%
418: 消极百分比39.5% 积极百分比60.5%
419: 消极百分比0.0% 积极百分比100.0%
420: 消极百分比100.0% 积极百分比0.0%
421: 消极百分比99.85% 积极百分比0.15%
422: 消极百分比0.02% 积极百分比99.98%
423: 消极百分比93.48% 积极百分比6.52%
424: 消极百分比92.25% 积极百分比7.75%
425: 消极百分比86.25% 积极百分比13.75%
426: 消极百分比2.97% 积极百分比97.03%
427: 消极百分比67.11% 积极百分比32.89%
428: 消极百分比0.26% 积极百分比99.74%
429: 消极百分比0.2% 积极百分比99.8%
430: 消极百分比60.3% 积极百分比39.7%
431: 消极百分比8.26% 积极百分比91.74%
432: 消极百分比90.99% 积极百分比9.01%
433: 消极百分比40.5% 积极百分比59.5%
434: 消极百分比99.89% 积极百分比0.11%
435: 消极百分比18.55% 积极百分比81.45%
436: 消极百分比30.42% 积极百分比69.58%
437: 消极百分比65.13% 积极百分比34.87%
438: 消极百分比33.75% 积极百分比66.25%
439: 消极百分比0.95% 积极百分比99.05%
440: 消极百分比48.39% 积极百分比51.61%
441: 消极百分比21.64% 积极百分比78.36%
442: 消极百分比24.97% 积极百分比75.03%
443: 消极百分比20.18% 积极百分比79.82%
444: 消极百分比16.96% 积极百分比83.04%
445: 消极百分比48.69% 积极百分比51.31%
446: 消极百分比52.1% 积极百分比47.9%
447: 消极百分比78.01% 积极百分比21.99%
448: 消极百分比34.77% 积极百分比65.23%
449: 消极百分比0.0% 积极百分比100.0%
450: 消极百分比0.0% 积极百分比100.0%
451: 消极百分比97.18% 积极百分比2.82%
452: 消极百分比0.02% 积极百分比99.98%
453: 消极百分比12.18% 积极百分比87.82%
454: 消极百分比54.59% 积极百分比45.41%
455: 消极百分比0.0% 积极百分比100.0%
456: 消极百分比0.14% 积极百分比99.86%
457: 消极百分比18.38% 积极百分比81.62%
458: 消极百分比26.14% 积极百分比73.86%
459: 消极百分比0.01% 积极百分比99.99%
460: 消极百分比3.01% 积极百分比96.99%
461: 消极百分比100.0% 积极百分比0.0%
462: 消极百分比1.29% 积极百分比98.71%
463: 消极百分比0.8% 积极百分比99.2%
464: 消极百分比24.01% 积极百分比75.99%
465: 消极百分比6.64% 积极百分比93.36%
466: 消极百分比39.66% 积极百分比60.34%
467: 消极百分比2.16% 积极百分比97.84%
468: 消极百分比30.42% 积极百分比69.58%
469: 消极百分比38.98% 积极百分比61.02%
470: 消极百分比3.25% 积极百分比96.75%
471: 消极百分比98.92% 积极百分比1.08%
472: 消极百分比0.02% 积极百分比99.98%
473: 消极百分比3.01% 积极百分比96.99%
474: 消极百分比21.24% 积极百分比78.76%
475: 消极百分比99.87% 积极百分比0.13%
476: 消极百分比26.09% 积极百分比73.91%
477: 消极百分比0.0% 积极百分比100.0%
478: 消极百分比20.3% 积极百分比79.7%
479: 消极百分比4.97% 积极百分比95.03%
480: 消极百分比6.97% 积极百分比93.03%
481: 消极百分比1.5% 积极百分比98.5%
482: 消极百分比81.15% 积极百分比18.85%
483: 消极百分比1.36% 积极百分比98.64%
484: 消极百分比0.0% 积极百分比100.0%
485: 消极百分比33.61% 积极百分比66.39%
486: 消极百分比44.2% 积极百分比55.8%
487: 消极百分比0.0% 积极百分比100.0%
488: 消极百分比70.2% 积极百分比29.8%
489: 消极百分比0.09% 积极百分比99.91%
490: 消极百分比27.54% 积极百分比72.46%
491: 消极百分比0.0% 积极百分比100.0%
492: 消极百分比0.24% 积极百分比99.76%
493: 消极百分比21.2% 积极百分比78.8%
494: 消极百分比74.66% 积极百分比25.34%
495: 消极百分比91.7% 积极百分比8.3%
496: 消极百分比5.23% 积极百分比94.77%
497: 消极百分比26.63% 积极百分比73.37%
498: 消极百分比84.1% 积极百分比15.9%
499: 消极百分比68.41% 积极百分比31.59%
500: 消极百分比76.05% 积极百分比23.95%
501: 消极百分比0.08% 积极百分比99.92%
502: 消极百分比0.0% 积极百分比100.0%
503: 消极百分比16.55% 积极百分比83.45%
504: 消极百分比97.55% 积极百分比2.45%
505: 消极百分比3.02% 积极百分比96.98%
506: 消极百分比0.51% 积极百分比99.49%
507: 消极百分比4.69% 积极百分比95.31%
508: 消极百分比0.0% 积极百分比100.0%
509: 消极百分比26.99% 积极百分比73.01%
510: 消极百分比88.42% 积极百分比11.58%
511: 消极百分比8.69% 积极百分比91.31%
512: 消极百分比94.16% 积极百分比5.84%
513: 消极百分比69.39% 积极百分比30.61%
514: 消极百分比100.0% 积极百分比0.0%
515: 消极百分比3.57% 积极百分比96.43%
516: 消极百分比90.39% 积极百分比9.61%
517: 消极百分比20.0% 积极百分比80.0%
518: 消极百分比99.58% 积极百分比0.42%
519: 消极百分比0.06% 积极百分比99.94%
520: 消极百分比27.43% 积极百分比72.57%
521: 消极百分比20.3% 积极百分比79.7%
522: 消极百分比99.95% 积极百分比0.05%
523: 消极百分比30.42% 积极百分比69.58%
524: 消极百分比35.18% 积极百分比64.82%
525: 消极百分比0.55% 积极百分比99.45%
526: 消极百分比46.76% 积极百分比53.24%
527: 消极百分比38.83% 积极百分比61.17%
528: 消极百分比0.08% 积极百分比99.92%
529: 消极百分比46.54% 积极百分比53.46%
530: 消极百分比5.5% 积极百分比94.5%
531: 消极百分比16.96% 积极百分比83.04%
532: 消极百分比100.0% 积极百分比0.0%
533: 消极百分比35.46% 积极百分比64.54%
534: 消极百分比20.3% 积极百分比79.7%
535: 消极百分比26.24% 积极百分比73.76%
536: 消极百分比75.49% 积极百分比24.51%
537: 消极百分比16.44% 积极百分比83.56%
538: 消极百分比77.43% 积极百分比22.57%
539: 消极百分比0.0% 积极百分比100.0%
540: 消极百分比63.26% 积极百分比36.74%
541: 消极百分比89.12% 积极百分比10.88%
542: 消极百分比5.0% 积极百分比95.0%
543: 消极百分比34.29% 积极百分比65.71%
544: 消极百分比99.99% 积极百分比0.01%
545: 消极百分比14.87% 积极百分比85.13%
546: 消极百分比84.26% 积极百分比15.74%
547: 消极百分比90.41% 积极百分比9.59%
548: 消极百分比20.78% 积极百分比79.22%
549: 消极百分比59.79% 积极百分比40.21%
550: 消极百分比99.62% 积极百分比0.38%
551: 消极百分比6.07% 积极百分比93.93%
552: 消极百分比0.0% 积极百分比100.0%
553: 消极百分比2.03% 积极百分比97.97%
554: 消极百分比0.17% 积极百分比99.83%
555: 消极百分比97.87% 积极百分比2.13%
556: 消极百分比4.85% 积极百分比95.15%
557: 消极百分比10.75% 积极百分比89.25%
558: 消极百分比100.0% 积极百分比0.0%
559: 消极百分比99.14% 积极百分比0.86%
560: 消极百分比24.87% 积极百分比75.13%
561: 消极百分比5.56% 积极百分比94.44%
562: 消极百分比15.97% 积极百分比84.03%
563: 消极百分比15.97% 积极百分比84.03%
564: 消极百分比26.09% 积极百分比73.91%
565: 消极百分比11.3% 积极百分比88.7%
566: 消极百分比99.99% 积极百分比0.01%
567: 消极百分比23.27% 积极百分比76.73%
568: 消极百分比54.36% 积极百分比45.64%
569: 消极百分比23.46% 积极百分比76.54%
570: 消极百分比30.42% 积极百分比69.58%
571: 消极百分比27.43% 积极百分比72.57%
572: 消极百分比94.38% 积极百分比5.62%
573: 消极百分比0.83% 积极百分比99.17%
574: 消极百分比52.1% 积极百分比47.9%
575: 消极百分比0.0% 积极百分比100.0%
576: 消极百分比0.04% 积极百分比99.96%
577: 消极百分比20.78% 积极百分比79.22%
578: 消极百分比73.03% 积极百分比26.97%
579: 消极百分比11.05% 积极百分比88.95%
580: 消极百分比22.57% 积极百分比77.43%
581: 消极百分比100.0% 积极百分比0.0%
582: 消极百分比1.85% 积极百分比98.15%
583: 消极百分比14.39% 积极百分比85.61%
584: 消极百分比5.25% 积极百分比94.75%
585: 消极百分比52.1% 积极百分比47.9%
586: 消极百分比20.78% 积极百分比79.22%
587: 消极百分比14.87% 积极百分比85.13%
588: 消极百分比16.35% 积极百分比83.65%
589: 消极百分比27.43% 积极百分比72.57%
590: 消极百分比95.97% 积极百分比4.03%
591: 消极百分比30.42% 积极百分比69.58%
592: 消极百分比14.87% 积极百分比85.13%
593: 消极百分比90.36% 积极百分比9.64%
594: 消极百分比0.53% 积极百分比99.47%
595: 消极百分比4.16% 积极百分比95.84%
596: 消极百分比32.72% 积极百分比67.28%
597: 消极百分比37.17% 积极百分比62.83%
598: 消极百分比37.42% 积极百分比62.58%
599: 消极百分比51.41% 积极百分比48.59%
600: 消极百分比16.99% 积极百分比83.01%
601: 消极百分比0.0% 积极百分比100.0%
602: 消极百分比33.7% 积极百分比66.3%
603: 消极百分比0.0% 积极百分比100.0%
604: 消极百分比12.01% 积极百分比87.99%
605: 消极百分比12.4% 积极百分比87.6%
606: 消极百分比69.74% 积极百分比30.26%
607: 消极百分比4.03% 积极百分比95.97%
