1: 消极百分比8.45% 积极百分比91.55%
48: 消极百分比27.54% 积极百分比72.46%
49: 消极百分比99.93% 积极百分比0.07%
50: 消极百分比20.85% 积极百分比79.15%
51: 消极百分比1.51% 积极百分比98.49%
52: 消极百分比0.0% 积极百分比100.0%
53: 消极百分比26.22% 积极百分比73.78%
54: 消极百分比100.0% 积极百分比0.0%
55: 消极百分比48.39% 积极百分比51.61%
56: 消极百分比18.57% 积极百分比81.43%
57: 消极百分比0.52% 积极百分比99.48%
58: 消极百分比56.37% 积极百分比43.63%
59: 消极百分比8.68% 积极百分比91.32%
60: 消极百分比2.38% 积极百分比97.62%
61: 消极百分比44.25% 积极百分比55.75%
62: 消极百分比99.98% 积极百分比0.02%
63: 消极百分比99.98% 积极百分比0.02%
64: 消极百分比58.51% 积极百分比41.49%
65: 消极百分比25.41% 积极百分比74.59%
66: 消极百分比66.72% 积极百分比33.28%
67: 消极百分比11.84% 积极百分比88.16%
68: 消极百分比12.9% 积极百分比87.1%
69: 消极百分比92.21% 积极百分比7.79%
70: 消极百分比79.2% 积极百分比20.8%
71: 消极百分比100.0% 积极百分比0.0%
72: 消极百分比77.53% 积极百分比22.47%
73: 消极百分比67.03% 积极百分比32.97%
74: 消极百分比62.76% 积极百分比37.24%
75: 消极百分比2.07% 积极百分比97.93%
76: 消极百分比62.14% 积极百分比37.86%
77: 消极百分比20.43% 积极百分比79.57%
78: 消极百分比64.79% 积极百分比35.21%
79: 消极百分比11.09% 积极百分比88.91%
80: 消极百分比4.71% 积极百分比95.29%
81: 消极百分比100.0% 积极百分比0.0%
82: 消极百分比45.77% 积极百分比54.23%
83: 消极百分比72.19% 积极百分比27.81%
84: 消极百分比71.28% 积极百分比28.72%
85: 消极百分比10.45% 积极百分比89.55%
86: 消极百分比76.53% 积极百分比23.47%
87: 消极百分比0.74% 积极百分比99.26%
88: 消极百分比99.96% 积极百分比0.04%
89: 消极百分比0.41% 积极百分比99.59%
90: 消极百分比100.0% 积极百分比0.0%
91: 消极百分比8.58% 积极百分比91.42%
92: 消极百分比1.91% 积极百分比98.09%
93: 消极百分比48.64% 积极百分比51.36%
94: 消极百分比22.19% 积极百分比77.81%
95: 消极百分比95.86% 积极百分比4.14%
96: 消极百分比45.77% 积极百分比54.23%
97: 消极百分比52.92% 积极百分比47.08%
98: 消极百分比2.43% 积极百分比97.57%
99: 消极百分比69.18% 积极百分比30.82%
100: 消极百分比41.58% 积极百分比58.42%
101: 消极百分比99.97% 积极百分比0.03%
102: 消极百分比36.81% 积极百分比63.19%
103: 消极百分比82.0% 积极百分比18.0%
104: 消极百分比42.54% 积极百分比57.46%
105: 消极百分比5.0% 积极百分比95.0%
106: 消极百分比100.0% 积极百分比0.0%
107: 消极百分比53.6% 积极百分比46.4%
108: 消极百分比99.71% 积极百分比0.29%
109: 消极百分比99.35% 积极百分比0.65%
110: 消极百分比2.32% 积极百分比97.68%
111: 消极百分比100.0% 积极百分比0.0%
112: 消极百分比27.22% 积极百分比72.78%
113: 消极百分比5.26% 积极百分比94.74%
114: 消极百分比54.91% 积极百分比45.09%
115: 消极百分比50.78% 积极百分比49.22%
116: 消极百分比84.77% 积极百分比15.23%
117: 消极百分比9.62% 积极百分比90.38%
118: 消极百分比98.66% 积极百分比1.34%
119: 消极百分比99.98% 积极百分比0.02%
120: 消极百分比24.63% 积极百分比75.37%
121: 消极百分比98.5% 积极百分比1.5%
122: 消极百分比49.21% 积极百分比50.79%
123: 消极百分比20.23% 积极百分比79.77%
124: 消极百分比0.1% 积极百分比99.9%
125: 消极百分比50.07% 积极百分比49.93%
126: 消极百分比0.65% 积极百分比99.35%
127: 消极百分比74.66% 积极百分比25.34%
128: 消极百分比30.41% 积极百分比69.59%
129: 消极百分比72.72% 积极百分比27.28%
130: 消极百分比0.01% 积极百分比99.99%
131: 消极百分比99.75% 积极百分比0.25%
132: 消极百分比100.0% 积极百分比0.0%
133: 消极百分比99.77% 积极百分比0.23%
134: 消极百分比100.0% 积极百分比0.0%
135: 消极百分比74.76% 积极百分比25.24%
136: 消极百分比54.5% 积极百分比45.5%
137: 消极百分比100.0% 积极百分比0.0%
138: 消极百分比5.08% 积极百分比94.92%
139: 消极百分比96.38% 积极百分比3.62%
140: 消极百分比25.5% 积极百分比74.5%
141: 消极百分比18.13% 积极百分比81.87%
142: 消极百分比14.61% 积极百分比85.39%
143: 消极百分比99.95% 积极百分比0.05%
144: 消极百分比100.0% 积极百分比0.0%
145: 消极百分比23.11% 积极百分比76.89%
146: 消极百分比0.72% 积极百分比99.28%
147: 消极百分比100.0% 积极百分比0.0%
148: 消极百分比21.96% 积极百分比78.04%
149: 消极百分比22.67% 积极百分比77.33%
150: 消极百分比99.81% 积极百分比0.19%
151: 消极百分比94.74% 积极百分比5.26%
152: 消极百分比100.0% 积极百分比0.0%
153: 消极百分比50.56% 积极百分比49.44%
154: 消极百分比2.93% 积极百分比97.07%
155: 消极百分比4.1% 积极百分比95.9%
156: 消极百分比92.2% 积极百分比7.8%
157: 消极百分比98.4% 积极百分比1.6%
158: 消极百分比77.13% 积极百分比22.87%
159: 消极百分比99.63% 积极百分比0.37%
160: 消极百分比56.3% 积极百分比43.7%
161: 消极百分比96.04% 积极百分比3.96%
162: 消极百分比48.72% 积极百分比51.28%
163: 消极百分比99.64% 积极百分比0.36%
164: 消极百分比54.99% 积极百分比45.01%
165: 消极百分比44.59% 积极百分比55.41%
166: 消极百分比18.57% 积极百分比81.43%
167: 消极百分比19.35% 积极百分比80.65%
168: 消极百分比71.18% 积极百分比28.82%
169: 消极百分比38.89% 积极百分比61.11%
170: 消极百分比40.64% 积极百分比59.36%
171: 消极百分比2.23% 积极百分比97.77%
172: 消极百分比96.43% 积极百分比3.57%
173: 消极百分比66.7% 积极百分比33.3%
174: 消极百分比100.0% 积极百分比0.0%
175: 消极百分比54.8% 积极百分比45.2%
176: 消极百分比7.5% 积极百分比92.5%
177: 消极百分比81.64% 积极百分比18.36%
178: 消极百分比90.1% 积极百分比9.9%
179: 消极百分比31.36% 积极百分比68.64%
180: 消极百分比47.09% 积极百分比52.91%
181: 消极百分比21.27% 积极百分比78.73%
182: 消极百分比14.58% 积极百分比85.42%
183: 消极百分比7.34% 积极百分比92.66%
184: 消极百分比28.6% 积极百分比71.4%
185: 消极百分比70.44% 积极百分比29.56%
186: 消极百分比89.39% 积极百分比10.61%
187: 消极百分比29.1% 积极百分比70.9%
188: 消极百分比15.79% 积极百分比84.21%
189: 消极百分比5.59% 积极百分比94.41%
190: 消极百分比96.1% 积极百分比3.9%
191: 消极百分比16.01% 积极百分比83.99%
192: 消极百分比100.0% 积极百分比0.0%
193: 消极百分比99.36% 积极百分比0.64%
194: 消极百分比41.87% 积极百分比58.13%
195: 消极百分比12.62% 积极百分比87.38%
196: 消极百分比29.73% 积极百分比70.27%
197: 消极百分比18.77% 积极百分比81.23%
198: 消极百分比1.24% 积极百分比98.76%
199: 消极百分比16.01% 积极百分比83.99%
200: 消极百分比49.32% 积极百分比50.68%
201: 消极百分比57.42% 积极百分比42.58%
202: 消极百分比0.09% 积极百分比99.91%
203: 消极百分比94.39% 积极百分比5.61%
204: 消极百分比97.93% 积极百分比2.07%
205: 消极百分比100.0% 积极百分比0.0%
206: 消极百分比48.39% 积极百分比51.61%
207: 消极百分比13.95% 积极百分比86.05%
208: 消极百分比100.0% 积极百分比0.0%
209: 消极百分比80.08% 积极百分比19.92%
210: 消极百分比7.39% 积极百分比92.61%
211: 消极百分比99.8% 积极百分比0.2%
212: 消极百分比3.63% 积极百分比96.37%
213: 消极百分比22.34% 积极百分比77.66%
214: 消极百分比4.27% 积极百分比95.73%
215: 消极百分比63.31% 积极百分比36.69%
216: 消极百分比29.13% 积极百分比70.87%
217: 消极百分比24.99% 积极百分比75.01%
218: 消极百分比10.87% 积极百分比89.13%
219: 消极百分比100.0% 积极百分比0.0%
220: 消极百分比3.8% 积极百分比96.2%
221: 消极百分比13.35% 积极百分比86.65%
222: 消极百分比99.94% 积极百分比0.06%
223: 消极百分比25.75% 积极百分比74.25%
224: 消极百分比46.26% 积极百分比53.74%
225: 消极百分比100.0% 积极百分比0.0%
226: 消极百分比12.82% 积极百分比87.18%
227: 消极百分比99.62% 积极百分比0.38%
228: 消极百分比11.54% 积极百分比88.46%
229: 消极百分比22.86% 积极百分比77.14%
230: 消极百分比19.71% 积极百分比80.29%
231: 消极百分比21.02% 积极百分比78.98%
232: 消极百分比65.22% 积极百分比34.78%
233: 消极百分比4.52% 积极百分比95.48%
234: 消极百分比1.06% 积极百分比98.94%
235: 消极百分比77.93% 积极百分比22.07%
236: 消极百分比60.87% 积极百分比39.13%
237: 消极百分比60.72% 积极百分比39.28%
238: 消极百分比1.35% 积极百分比98.65%
239: 消极百分比2.39% 积极百分比97.61%
240: 消极百分比0.09% 积极百分比99.91%
241: 消极百分比89.98% 积极百分比10.02%
242: 消极百分比50.1% 积极百分比49.9%
243: 消极百分比0.0% 积极百分比100.0%
244: 消极百分比99.57% 积极百分比0.43%
245: 消极百分比22.34% 积极百分比77.66%
246: 消极百分比4.02% 积极百分比95.98%
247: 消极百分比46.36% 积极百分比53.64%
248: 消极百分比51.39% 积极百分比48.61%
249: 消极百分比99.51% 积极百分比0.49%
250: 消极百分比9.55% 积极百分比90.45%
251: 消极百分比18.99% 积极百分比81.01%
252: 消极百分比15.97% 积极百分比84.03%
253: 消极百分比16.01% 积极百分比83.99%
254: 消极百分比22.7% 积极百分比77.3%
255: 消极百分比6.24% 积极百分比93.76%
256: 消极百分比48.73% 积极百分比51.27%
257: 消极百分比1.59% 积极百分比98.41%
258: 消极百分比6.79% 积极百分比93.21%
259: 消极百分比7.04% 积极百分比92.96%
260: 消极百分比30.54% 积极百分比69.46%
261: 消极百分比6.96% 积极百分比93.04%
262: 消极百分比14.75% 积极百分比85.25%
263: 消极百分比52.51% 积极百分比47.49%
264: 消极百分比3.17% 积极百分比96.83%
265: 消极百分比57.7% 积极百分比42.3%
266: 消极百分比4.0% 积极百分比96.0%
267: 消极百分比21.24% 积极百分比78.76%
268: 消极百分比33.91% 积极百分比66.09%
269: 消极百分比22.84% 积极百分比77.16%
270: 消极百分比88.29% 积极百分比11.71%
271: 消极百分比1.54% 积极百分比98.46%
272: 消极百分比2.17% 积极百分比97.83%
273: 消极百分比100.0% 积极百分比0.0%
274: 消极百分比36.4% 积极百分比63.6%
275: 消极百分比73.37% 积极百分比26.63%
276: 消极百分比83.26% 积极百分比16.74%
277: 消极百分比13.38% 积极百分比86.62%
278: 消极百分比2.01% 积极百分比97.99%
279: 消极百分比23.35% 积极百分比76.65%
280: 消极百分比100.0% 积极百分比0.0%
281: 消极百分比11.5% 积极百分比88.5%
282: 消极百分比6.97% 积极百分比93.03%
283: 消极百分比77.42% 积极百分比22.58%
284: 消极百分比0.15% 积极百分比99.85%
285: 消极百分比96.77% 积极百分比3.23%
286: 消极百分比14.31% 积极百分比85.69%
287: 消极百分比16.0% 积极百分比84.0%
288: 消极百分比26.95% 积极百分比73.05%
289: 消极百分比34.47% 积极百分比65.53%
290: 消极百分比30.27% 积极百分比69.73%
291: 消极百分比99.52% 积极百分比0.48%
292: 消极百分比40.14% 积极百分比59.86%
293: 消极百分比16.41% 积极百分比83.59%
294: 消极百分比49.63% 积极百分比50.37%
295: 消极百分比16.01% 积极百分比83.99%
296: 消极百分比4.68% 积极百分比95.32%
297: 消极百分比99.99% 积极百分比0.01%
298: 消极百分比32.99% 积极百分比67.01%
299: 消极百分比0.43% 积极百分比99.57%
300: 消极百分比99.91% 积极百分比0.09%
301: 消极百分比3.66% 积极百分比96.34%
302: 消极百分比99.97% 积极百分比0.03%
303: 消极百分比0.93% 积极百分比99.07%
304: 消极百分比12.67% 积极百分比87.33%
305: 消极百分比0.33% 积极百分比99.67%
306: 消极百分比15.9% 积极百分比84.1%
307: 消极百分比73.77% 积极百分比26.23%
308: 消极百分比8.95% 积极百分比91.05%
309: 消极百分比0.56% 积极百分比99.44%
310: 消极百分比99.95% 积极百分比0.05%
311: 消极百分比99.59% 积极百分比0.41%
312: 消极百分比8.99% 积极百分比91.01%
313: 消极百分比13.42% 积极百分比86.58%
314: 消极百分比5.9% 积极百分比94.1%
315: 消极百分比1.92% 积极百分比98.08%
316: 消极百分比1.33% 积极百分比98.67%
317: 消极百分比5.4% 积极百分比94.6%
318: 消极百分比99.36% 积极百分比0.64%
319: 消极百分比9.98% 积极百分比90.02%
320: 消极百分比2.65% 积极百分比97.35%
321: 消极百分比100.0% 积极百分比0.0%
322: 消极百分比4.62% 积极百分比95.38%
323: 消极百分比100.0% 积极百分比0.0%
324: 消极百分比83.58% 积极百分比16.42%
325: 消极百分比14.78% 积极百分比85.22%
326: 消极百分比99.86% 积极百分比0.14%
327: 消极百分比99.98% 积极百分比0.02%
328: 消极百分比81.66% 积极百分比18.34%
329: 消极百分比16.41% 积极百分比83.59%
330: 消极百分比4.29% 积极百分比95.71%
331: 消极百分比3.3% 积极百分比96.7%
332: 消极百分比31.66% 积极百分比68.34%
333: 消极百分比96.8% 积极百分比3.2%
334: 消极百分比1.23% 积极百分比98.77%
335: 消极百分比4.47% 积极百分比95.53%
336: 消极百分比0.06% 积极百分比99.94%
337: 消极百分比32.26% 积极百分比67.74%
338: 消极百分比39.23% 积极百分比60.77%
339: 消极百分比100.0% 积极百分比0.0%
340: 消极百分比3.4% 积极百分比96.6%
341: 消极百分比100.0% 积极百分比0.0%
342: 消极百分比31.49% 积极百分比68.51%
343: 消极百分比12.88% 积极百分比87.12%
344: 消极百分比95.92% 积极百分比4.08%
345: 消极百分比29.31% 积极百分比70.69%
346: 消极百分比15.97% 积极百分比84.03%
347: 消极百分比99.96% 积极百分比0.04%
348: 消极百分比99.36% 积极百分比0.64%
349: 消极百分比9.28% 积极百分比90.72%
350: 消极百分比100.0% 积极百分比0.0%
351: 消极百分比9.47% 积极百分比90.53%
352: 消极百分比17.9% 积极百分比82.1%
353: 消极百分比0.59% 积极百分比99.41%
354: 消极百分比13.35% 积极百分比86.65%
355: 消极百分比75.49% 积极百分比24.51%
356: 消极百分比34.5% 积极百分比65.5%
357: 消极百分比100.0% 积极百分比0.0%
358: 消极百分比83.46% 积极百分比16.54%
359: 消极百分比59.8% 积极百分比40.2%
360: 消极百分比1.96% 积极百分比98.04%
361: 消极百分比7.68% 积极百分比92.32%
362: 消极百分比13.35% 积极百分比86.65%
363: 消极百分比0.77% 积极百分比99.23%
364: 消极百分比35.59% 积极百分比64.41%
365: 消极百分比100.0% 积极百分比0.0%
366: 消极百分比15.97% 积极百分比84.03%
367: 消极百分比1.24% 积极百分比98.76%
368: 消极百分比100.0% 积极百分比0.0%
369: 消极百分比15.97% 积极百分比84.03%
370: 消极百分比100.0% 积极百分比0.0%
371: 消极百分比28.47% 积极百分比71.53%
372: 消极百分比11.54% 积极百分比88.46%
373: 消极百分比3.59% 积极百分比96.41%
374: 消极百分比7.36% 积极百分比92.64%
375: 消极百分比12.39% 积极百分比87.61%
376: 消极百分比13.35% 积极百分比86.65%
377: 消极百分比25.08% 积极百分比74.92%
378: 消极百分比99.66% 积极百分比0.34%
379: 消极百分比83.0% 积极百分比17.0%
380: 消极百分比11.38% 积极百分比88.62%
381: 消极百分比35.17% 积极百分比64.83%
382: 消极百分比73.65% 积极百分比26.35%
383: 消极百分比0.03% 积极百分比99.97%
384: 消极百分比50.06% 积极百分比49.94%
385: 消极百分比43.46% 积极百分比56.54%
386: 消极百分比4.08% 积极百分比95.92%
387: 消极百分比3.09% 积极百分比96.91%
388: 消极百分比5.41% 积极百分比94.59%
389: 消极百分比8.39% 积极百分比91.61%
390: 消极百分比99.94% 积极百分比0.06%
391: 消极百分比15.97% 积极百分比84.03%
392: 消极百分比95.99% 积极百分比4.01%
393: 消极百分比56.27% 积极百分比43.73%
394: 消极百分比86.06% 积极百分比13.94%
395: 消极百分比31.61% 积极百分比68.39%
396: 消极百分比6.64% 积极百分比93.36%
397: 消极百分比94.92% 积极百分比5.08%
398: 消极百分比41.7% 积极百分比58.3%
399: 消极百分比48.39% 积极百分比51.61%
400: 消极百分比95.91% 积极百分比4.09%
401: 消极百分比87.37% 积极百分比12.63%
402: 消极百分比5.96% 积极百分比94.04%
403: 消极百分比0.36% 积极百分比99.64%
404: 消极百分比4.51% 积极百分比95.49%
405: 消极百分比2.68% 积极百分比97.32%
406: 消极百分比3.1% 积极百分比96.9%
407: 消极百分比0.21% 积极百分比99.79%
408: 消极百分比15.97% 积极百分比84.03%
409: 消极百分比0.88% 积极百分比99.12%
410: 消极百分比73.5% 积极百分比26.5%
411: 消极百分比100.0% 积极百分比0.0%
412: 消极百分比5.58% 积极百分比94.42%
413: 消极百分比95.45% 积极百分比4.55%
414: 消极百分比84.04% 积极百分比15.96%
415: 消极百分比15.97% 积极百分比84.03%
416: 消极百分比32.84% 积极百分比67.16%
417: 消极百分比100.0% 积极百分比0.0%
418: 消极百分比7.24% 积极百分比92.76%
419: 消极百分比24.49% 积极百分比75.51%
420: 消极百分比15.79% 积极百分比84.21%
421: 消极百分比15.74% 积极百分比84.26%
422: 消极百分比2.55% 积极百分比97.45%
423: 消极百分比86.82% 积极百分比13.18%
424: 消极百分比16.41% 积极百分比83.59%
425: 消极百分比90.73% 积极百分比9.27%
426: 消极百分比15.97% 积极百分比84.03%
427: 消极百分比100.0% 积极百分比0.0%
428: 消极百分比49.06% 积极百分比50.94%
429: 消极百分比15.97% 积极百分比84.03%
430: 消极百分比73.5% 积极百分比26.5%
431: 消极百分比15.97% 积极百分比84.03%
432: 消极百分比15.97% 积极百分比84.03%
433: 消极百分比93.0% 积极百分比7.0%
434: 消极百分比100.0% 积极百分比0.0%
435: 消极百分比31.75% 积极百分比68.25%
436: 消极百分比87.57% 积极百分比12.43%
437: 消极百分比40.93% 积极百分比59.07%
438: 消极百分比99.93% 积极百分比0.07%
439: 消极百分比96.54% 积极百分比3.46%
440: 消极百分比12.66% 积极百分比87.34%
441: 消极百分比48.39% 积极百分比51.61%
442: 消极百分比36.76% 积极百分比63.24%
443: 消极百分比77.52% 积极百分比22.48%
444: 消极百分比11.06% 积极百分比88.94%
445: 消极百分比48.39% 积极百分比51.61%
446: 消极百分比45.05% 积极百分比54.95%
447: 消极百分比10.34% 积极百分比89.66%
448: 消极百分比3.03% 积极百分比96.97%
449: 消极百分比91.19% 积极百分比8.81%
450: 消极百分比1.21% 积极百分比98.79%
451: 消极百分比100.0% 积极百分比0.0%
452: 消极百分比56.73% 积极百分比43.27%
453: 消极百分比15.97% 积极百分比84.03%
454: 消极百分比14.61% 积极百分比85.39%
455: 消极百分比31.75% 积极百分比68.25%
456: 消极百分比4.55% 积极百分比95.45%
457: 消极百分比100.0% 积极百分比0.0%
458: 消极百分比100.0% 积极百分比0.0%
459: 消极百分比10.8% 积极百分比89.2%
460: 消极百分比100.0% 积极百分比0.0%
461: 消极百分比99.61% 积极百分比0.39%
462: 消极百分比6.47% 积极百分比93.53%
463: 消极百分比50.77% 积极百分比49.23%
464: 消极百分比0.01% 积极百分比99.99%
465: 消极百分比80.92% 积极百分比19.08%
466: 消极百分比20.14% 积极百分比79.86%
467: 消极百分比100.0% 积极百分比0.0%
468: 消极百分比15.54% 积极百分比84.46%
469: 消极百分比99.89% 积极百分比0.11%
470: 消极百分比99.82% 积极百分比0.18%
471: 消极百分比100.0% 积极百分比0.0%
472: 消极百分比99.76% 积极百分比0.24%
473: 消极百分比95.29% 积极百分比4.71%
474: 消极百分比99.62% 积极百分比0.38%
475: 消极百分比37.23% 积极百分比62.77%
476: 消极百分比70.7% 积极百分比29.3%
477: 消极百分比99.98% 积极百分比0.02%
478: 消极百分比99.92% 积极百分比0.08%
479: 消极百分比4.84% 积极百分比95.16%
480: 消极百分比96.92% 积极百分比3.08%
481: 消极百分比16.92% 积极百分比83.08%
482: 消极百分比99.98% 积极百分比0.02%
483: 消极百分比43.76% 积极百分比56.24%
484: 消极百分比10.11% 积极百分比89.89%
485: 消极百分比11.02% 积极百分比88.98%
486: 消极百分比99.51% 积极百分比0.49%
487: 消极百分比1.61% 积极百分比98.39%
488: 消极百分比78.09% 积极百分比21.91%
489: 消极百分比13.15% 积极百分比86.85%
490: 消极百分比99.62% 积极百分比0.38%
491: 消极百分比83.79% 积极百分比16.21%
492: 消极百分比0.09% 积极百分比99.91%
493: 消极百分比96.91% 积极百分比3.09%
494: 消极百分比100.0% 积极百分比0.0%
495: 消极百分比71.49% 积极百分比28.51%
496: 消极百分比64.06% 积极百分比35.94%
497: 消极百分比15.97% 积极百分比84.03%
498: 消极百分比99.99% 积极百分比0.01%
499: 消极百分比12.03% 积极百分比87.97%
500: 消极百分比12.04% 积极百分比87.96%
501: 消极百分比98.15% 积极百分比1.85%
502: 消极百分比95.85% 积极百分比4.15%
503: 消极百分比0.62% 积极百分比99.38%
504: 消极百分比62.36% 积极百分比37.64%
505: 消极百分比5.96% 积极百分比94.04%
506: 消极百分比91.44% 积极百分比8.56%
507: 消极百分比100.0% 积极百分比0.0%
508: 消极百分比13.38% 积极百分比86.62%
509: 消极百分比48.39% 积极百分比51.61%
510: 消极百分比15.97% 积极百分比84.03%
511: 消极百分比100.0% 积极百分比0.0%
512: 消极百分比5.6% 积极百分比94.4%
513: 消极百分比16.01% 积极百分比83.99%
514: 消极百分比25.55% 积极百分比74.45%
515: 消极百分比100.0% 积极百分比0.0%
516: 消极百分比13.0% 积极百分比87.0%
517: 消极百分比21.0% 积极百分比79.0%
518: 消极百分比68.88% 积极百分比31.12%
519: 消极百分比37.33% 积极百分比62.67%
520: 消极百分比4.95% 积极百分比95.05%
521: 消极百分比0.11% 积极百分比99.89%
522: 消极百分比95.88% 积极百分比4.12%
523: 消极百分比100.0% 积极百分比0.0%
524: 消极百分比6.78% 积极百分比93.22%
525: 消极百分比17.63% 积极百分比82.37%
526: 消极百分比97.97% 积极百分比2.03%
527: 消极百分比15.97% 积极百分比84.03%
528: 消极百分比4.55% 积极百分比95.45%
529: 消极百分比85.66% 积极百分比14.34%
530: 消极百分比12.73% 积极百分比87.27%
531: 消极百分比9.47% 积极百分比90.53%
532: 消极百分比49.16% 积极百分比50.84%
533: 消极百分比20.26% 积极百分比79.74%
534: 消极百分比92.55% 积极百分比7.45%
535: 消极百分比15.97% 积极百分比84.03%
536: 消极百分比2.19% 积极百分比97.81%
537: 消极百分比16.01% 积极百分比83.99%
538: 消极百分比27.17% 积极百分比72.83%
539: 消极百分比99.79% 积极百分比0.21%
540: 消极百分比24.06% 积极百分比75.94%
541: 消极百分比9.78% 积极百分比90.22%
542: 消极百分比15.97% 积极百分比84.03%
543: 消极百分比98.84% 积极百分比1.16%
544: 消极百分比9.56% 积极百分比90.44%
545: 消极百分比99.89% 积极百分比0.11%
546: 消极百分比100.0% 积极百分比0.0%
547: 消极百分比14.98% 积极百分比85.02%
548: 消极百分比100.0% 积极百分比0.0%
549: 消极百分比5.77% 积极百分比94.23%
550: 消极百分比12.5% 积极百分比87.5%
551: 消极百分比66.33% 积极百分比33.67%
552: 消极百分比23.56% 积极百分比76.44%
553: 消极百分比57.14% 积极百分比42.86%
554: 消极百分比15.97% 积极百分比84.03%
555: 消极百分比10.5% 积极百分比89.5%
556: 消极百分比56.35% 积极百分比43.65%
557: 消极百分比60.26% 积极百分比39.74%
558: 消极百分比3.74% 积极百分比96.26%
559: 消极百分比0.05% 积极百分比99.95%
560: 消极百分比99.97% 积极百分比0.03%
561: 消极百分比37.05% 积极百分比62.95%
562: 消极百分比7.08% 积极百分比92.92%
563: 消极百分比56.94% 积极百分比43.06%
564: 消极百分比48.39% 积极百分比51.61%
565: 消极百分比10.12% 积极百分比89.88%
566: 消极百分比62.11% 积极百分比37.89%
567: 消极百分比16.01% 积极百分比83.99%
568: 消极百分比3.31% 积极百分比96.69%
569: 消极百分比14.64% 积极百分比85.36%
570: 消极百分比15.6% 积极百分比84.4%
571: 消极百分比29.67% 积极百分比70.33%
572: 消极百分比57.4% 积极百分比42.6%
573: 消极百分比14.61% 积极百分比85.39%
574: 消极百分比100.0% 积极百分比0.0%
575: 消极百分比84.52% 积极百分比15.48%
576: 消极百分比100.0% 积极百分比0.0%
577: 消极百分比8.58% 积极百分比91.42%
578: 消极百分比98.36% 积极百分比1.64%
579: 消极百分比49.73% 积极百分比50.27%
580: 消极百分比14.94% 积极百分比85.06%
581: 消极百分比29.31% 积极百分比70.69%
582: 消极百分比99.98% 积极百分比0.02%
583: 消极百分比0.0% 积极百分比100.0%
584: 消极百分比16.32% 积极百分比83.68%
585: 消极百分比48.39% 积极百分比51.61%
586: 消极百分比15.97% 积极百分比84.03%
587: 消极百分比15.97% 积极百分比84.03%
588: 消极百分比15.97% 积极百分比84.03%
589: 消极百分比99.88% 积极百分比0.12%
590: 消极百分比24.11% 积极百分比75.89%
591: 消极百分比87.15% 积极百分比12.85%
592: 消极百分比0.17% 积极百分比99.83%
593: 消极百分比100.0% 积极百分比0.0%
594: 消极百分比5.61% 积极百分比94.39%
595: 消极百分比15.97% 积极百分比84.03%
596: 消极百分比14.61% 积极百分比85.39%
597: 消极百分比100.0% 积极百分比0.0%
598: 消极百分比97.24% 积极百分比2.76%
599: 消极百分比15.97% 积极百分比84.03%
600: 消极百分比17.08% 积极百分比82.92%
601: 消极百分比5.13% 积极百分比94.87%
602: 消极百分比89.18% 积极百分比10.82%
603: 消极百分比99.99% 积极百分比0.01%
604: 消极百分比14.61% 积极百分比85.39%
605: 消极百分比14.98% 积极百分比85.02%
606: 消极百分比43.95% 积极百分比56.05%
607: 消极百分比0.0% 积极百分比100.0%
